Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Funding Text 2,Funding Text 3,Funding Text 4,Funding Text 5,Funding Text 6,Funding Text 7,Funding Text 8,Funding Text 9,Funding Text 10,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID,,,,,,,
"Mounika N., Priyanka H.",58718917200;57215861708;,Medical Records with OTP Authentication,2023,"14th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2023",2023-June,,,2284,2291,,,,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85174401344&partnerID=40&md5=4970a87ab69a48ca865755d1149d5aec,"PES University, Computer Science and Engineering, Dwaraka Nagar, Bengaluru, India","Mounika, N., PES University, Computer Science and Engineering, Dwaraka Nagar, Bengaluru, India; Priyanka, H., PES University, Computer Science and Engineering, Dwaraka Nagar, Bengaluru, India","As we all know, a massive amount of data is released every day in this developing world. The healthcare industry, among many others, needs more attention because of its potential to improve the quality and efficiency of healthcare services. Integrity and confidentiality are, necessary for the authentication of medical documents. When clinical information are accidentally made available to dishonest outsiders, privacy is violated. The goal of this study is to make it safe to upload medical documents on the web. A one-time password, that is secret key allows for an authenticated [1] copy by providing confidentiality and integrity for sub-document authentication. © Grenze Scientific Society, 2023.",authentication; confidentiality; Integrity; one time password; secret key; upload medical document,Cryptography; Developing countries; Health care; Confidentiality; Developing world; Healthcare industry; Integrity; Medical documents; Medical record; One time password; One-time; Secret key; Upload medical document; Authentication,,,,,,,,,,,,,Stephen J.Sharma P.Chaba Y.Abraham K.U.Anooj P.K.Mohammad N.Thomas G.Srikiran S.,Grenze Scientific Society,,,,,English,"Int. Conf. Adv. Comput., Control, Telecommun. Technol., ACT",Conference Paper,Final,,Scopus,2-s2.0-85174401344,,,,,,,
"Goutham Kumar S., Munjoji N.R., Abhinaya K., Honnavar G.V.",58653682900;58653592700;58653592800;55661414800;,Numerical simulation of PbS quantum dot solar cell and optimisation of absorber layer,2023,Materials Today: Proceedings,89,,,119,125,,1,10.1016/j.matpr.2023.05.659,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85174400588&doi=10.1016%2fj.matpr.2023.05.659&partnerID=40&md5=2e273bd446a24da24617e60f6b84f28b,"Dept. of Electronics and Communication, PES University, EC Campus, Hosur Road, Near Electronic City, Bangalore, 560100, India; Dept. of Science and Humanities, PES University, EC Campus, Hosur Road, Near Electronic City, Bangalore, 560100, India","Goutham Kumar, S., Dept. of Electronics and Communication, PES University, EC Campus, Hosur Road, Near Electronic City, Bangalore, 560100, India; Munjoji, N.R., Dept. of Electronics and Communication, PES University, EC Campus, Hosur Road, Near Electronic City, Bangalore, 560100, India; Abhinaya, K., Dept. of Electronics and Communication, PES University, EC Campus, Hosur Road, Near Electronic City, Bangalore, 560100, India; Honnavar, G.V., Dept. of Science and Humanities, PES University, EC Campus, Hosur Road, Near Electronic City, Bangalore, 560100, India","A Quantum dot Solar Cell (QDSC) can be defined as a photovoltaic cell which utilises quantum dot as the captivating photovoltaic device. It is used as a substitute to the bulk material for example silicon or copper indium gallium selenide. Researchers have proven that nanotechnology may considerably increase the amount of electricity generated by solar cells. On altering the size of the quantum dots, a wide variety of energy levels can be observed with different bandgaps. Further, in CQD devices, the electron transport layer-ETL and hole transport layer-HTL plays a vital role in enhancing the performance. Maximum power conversion efficiency is achieved in this work by treating the HTL (PbS-EDT) with the absorber layer (PbS-TBAI) and ETL(TiO2). In the initial simulation, efficiency obtained is 9.88%. After altering the thickness of the absorber layer from 200 to 600 nm, the optimum result is obtained at 600 nm. Acceptor doping (NA) of HTL layer and Donor doping (ND) of ETL layer is optimised at 1x1019cm-3where Interface Defect Density (IDD) is kept constant at 1x1013cm -2. The maximum power conversion efficiency (PCE) achieved is 22.35% using 1D SCAPS Simulator. © 2023 Elsevier Ltd. All rights reserved.",PbS; PCE; QDSC; SCAPS; TiO2,Conversion efficiency; Copper compounds; Electron transport properties; Gallium compounds; IV-VI semiconductors; Layered semiconductors; Lead compounds; Nanocrystals; Photoelectrochemical cells; Semiconductor quantum dots; Silicon compounds; Solar power generation; Absorber layers; Bulk materials; Electron transport layers; Maximum power; Optimisations; PbS quantum dots; Photovoltaic devices; Power conversion efficiencies; Quantum dot solar cells; SCAPS; Titanium dioxide,,,,,,,,,,,,"Honnavar, G.V.; Dept. of Science and Humanities, EC Campus, Hosur Road, Near Electronic City, India; email: gajanan.honnavar@pes.edu",Kottam N.Anil Kumar G.N.,Elsevier Ltd,22147853,,,,English,Mater. Today Proc.,Conference Paper,Final,,Scopus,2-s2.0-85174400588,,,,,,,
"Bhuvan J., Karthik C., Harikrishna M.V., Hruday B.N., Aditya T.G., Pavithra G., Manjunath T.C.",57752208200;58653926800;58653842100;57751178300;57216947294;55315686900;8288457500;,Short Range Motion Detector Droid,2023,"14th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2023",2023-June,,,450,455,,,,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85174399975&partnerID=40&md5=f76311bc2af1cccd8d03ef3252c0708a,"Electronics & Communication Engineering, Dayananda Sagar College of Engineering, Karnataka, Bangalore, India; Computer Science & Engg., PES University, Bangalore, India; Dept. of E & CE, Dayananda Sagar College of Engg., Bangalore, India","Bhuvan, J., Electronics & Communication Engineering, Dayananda Sagar College of Engineering, Karnataka, Bangalore, India; Karthik, C., Electronics & Communication Engineering, Dayananda Sagar College of Engineering, Karnataka, Bangalore, India; Harikrishna, M.V., Electronics & Communication Engineering, Dayananda Sagar College of Engineering, Karnataka, Bangalore, India; Hruday, B.N., Electronics & Communication Engineering, Dayananda Sagar College of Engineering, Karnataka, Bangalore, India; Aditya, T.G., Computer Science & Engg., PES University, Bangalore, India; Pavithra, G., Dept. of E & CE, Dayananda Sagar College of Engg., Bangalore, India; Manjunath, T.C., Dept. of E & CE, Dayananda Sagar College of Engg., Bangalore, India","The paper presents the design and development of a short range motion detector based droid. In this digital and automotive day and age, robotics, and IoT produce an impact on human life. One can't just rely on the traditional mode of work in this era. One has to adapt the robotics and keep digging in it, as it's the near future for humans. So to do this there are many aspects to implement automotive in day-to-day life. One such event is to study a robot that follows humans that means which can detect human movement and react as per this movement. The study shows that there are many researchers, scientists, engineers who have worked and still working to improve this human movement detection in robotics. This paper has studied some of the previous work and gave a comparative analysis of the same. The work presented in this paper is the mini-project work of the under-graduate students of the engineering college guided by their supervisors. © Grenze Scientific Society, 2023.",Arduino; DC gear motor; hand follower robo; Human follower robot; Infrared sensor; Microcontroller; safe distance; Ultrasonic sensor,Infrared detectors; Motion analysis; Nanocomposites; Robotics; Students; Ultrasonic applications; Arduino; DC gear motor; Follower robots; Gear motors; Hand follower robo; Human follower robot; Infra-red sensor; Infrared sensor; Motion detectors; Safe distance; Microcontrollers,,,,,,,,,,,,,Stephen J.Sharma P.Chaba Y.Abraham K.U.Anooj P.K.Mohammad N.Thomas G.Srikiran S.,Grenze Scientific Society,,,,,English,"Int. Conf. Adv. Comput., Control, Telecommun. Technol., ACT",Conference Paper,Final,,Scopus,2-s2.0-85174399975,,,,,,,
"Sapna V.M., Karunakar P.",58149204300;36161911700;,Protein Tertiary Structure Prediction using Invariant Fragment Library,2023,"14th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2023",2023-June,,,2051,2059,,,,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85174399650&partnerID=40&md5=2006762fceff1ebd94bb9d306d91bd67,"Department of Computer Science and Engineering, PES University, Bangalore, 560085, India; Department of Biotechnology, PES University, Bangalore, 560085, India","Sapna, V.M., Department of Computer Science and Engineering, PES University, Bangalore, 560085, India; Karunakar, P., Department of Biotechnology, PES University, Bangalore, 560085, India","Protein can be thought of as a power packed word, being the major building block of life. Protein functions are better understandable once their structures are known. Structure determination being arduous and expensive, computational techniques are finding their way over them. Determining the sequences which have invariant configurations of protein fragments, compiling them in a database and predicting the protein structures of determined and yet to be determined is goal of this research. From existing twenty amino acids, a database was developed that contains all the sequences of invariant protein fragment configurations by extracting the structural information of these sequences from known protein databases. Fragments size can go from minimum 3 to maximum 41. Invariant fragments are inflexible and rigid in structure three dimensionally. Varied length fragments obtained from structures considered were superimposed to get Root Mean Square Deviation values (RMSD). Statistical analysis, skewness and kurtosis cut-off decided the fragments as variant and invariant ones, then invariant fragments were analysed by Brute Force method for prediction. This article explored the essence of determination and prediction techniques, to come up with one of the novel solutions for tertiary structure prediction. The purpose is to explore the possibility of predicting protein structure from this invariant protein fragment library. © Grenze Scientific Society, 2023.",Brute Force; Building block; Determination; Prediction; Protein; RMSD-Root Mean Square Deviation,Database systems; Forecasting; Higher order statistics; Brute force; Building blockes; Determination; Power; Protein fragments; Protein tertiary structure prediction; Proteins structures; Root mean square deviation value-root mean square deviation; Root-mean-square deviations; Proteins,,"The authors would like to acknowledge the management and staff of PES University, the librarian, Dr Subhash Reddy of PES University and whole heartedly acknowledge C-DAC Knowledge Park, (Old Madras Road, Byppanahalli) Bengaluru, for providing supercomputing facilities for the research work.",,,,,,,,,,,Stephen J.Sharma P.Chaba Y.Abraham K.U.Anooj P.K.Mohammad N.Thomas G.Srikiran S.,Grenze Scientific Society,,,,,English,"Int. Conf. Adv. Comput., Control, Telecommun. Technol., ACT",Conference Paper,Final,,Scopus,2-s2.0-85174399650,,,,,,,
"Balaji G.H., Reddy G.D., Charan G.S., Vinay K.H., Aditya T.G., Pavithra G., Manjunath T.C.",58653572700;58653572800;58653754000;58653490100;57216947294;55315686900;8288457500;,Brain Controlled Wheel Chair,2023,"14th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2023",2023-June,,,456,461,,,,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85174392836&partnerID=40&md5=1e4440a4551f60024f92da2042e924b9,"Electronics & Communication Engineering, Dayananda Sagar College of Engineering, Karnataka, Bangalore, India; Computer Science & Engg., PES University, Bangalore, India; Dept. of E & CE, Dayananda Sagar College of Engg., Bangalore, India","Balaji, G.H., Electronics & Communication Engineering, Dayananda Sagar College of Engineering, Karnataka, Bangalore, India; Reddy, G.D., Electronics & Communication Engineering, Dayananda Sagar College of Engineering, Karnataka, Bangalore, India; Charan, G.S., Electronics & Communication Engineering, Dayananda Sagar College of Engineering, Karnataka, Bangalore, India; Vinay, K.H., Electronics & Communication Engineering, Dayananda Sagar College of Engineering, Karnataka, Bangalore, India; Aditya, T.G., Computer Science & Engg., PES University, Bangalore, India; Pavithra, G., Dept. of E & CE, Dayananda Sagar College of Engg., Bangalore, India; Manjunath, T.C., Dept. of E & CE, Dayananda Sagar College of Engg., Bangalore, India","The paper presents the design and development of a brain-controlled wheel chair. This is a real time model of a low-cost wheel chair based on the Brain Control Signal by Eye Blink, for the persons disabled with quadriplegia. This model expected to benefit the poor paralyzed people as it provides a simplified low-cost model of the wheel chair. The model is realized through data comparison in serial communication with the special purpose microcontroller IC. This is detected like an object cross in a transmitter and receiver, and it will intimate. In this paper voice is our object detected by using infrared signal serially interact with controller, which in turn, controls the wheel chair movements based on brain wave signal. The work presented in this paper is the mini-project work of the under-graduate students of the engineering college guided by their supervisors. © Grenze Scientific Society, 2023.",Arduino; Brain; Chair; Control; Handicapped; Microcontroller,Controllers; Costs; Disabled persons; Object detection; Students; Wheelchairs; Wheels; Arduino; Brain controls; Chair; Control signal; Design and Development; Eye blink; Handicapped; Low-costs; Real time modeling; Wheel chairs; Microcontrollers,,,,,,,,,,,,,Stephen J.Sharma P.Chaba Y.Abraham K.U.Anooj P.K.Mohammad N.Thomas G.Srikiran S.,Grenze Scientific Society,,,,,English,"Int. Conf. Adv. Comput., Control, Telecommun. Technol., ACT",Conference Paper,Final,,Scopus,2-s2.0-85174392836,,,,,,,
"Swetha D.S., Madhura K.R.",57497281200;55178513000;,Stretching/shrinking impact on the transient heat transfer in a radial moving porous fin of a longitudinal trapezoidal structure,2023,"Numerical Heat Transfer, Part B: Fundamentals",,,,,,,,10.1080/10407790.2023.2269606,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85174319803&doi=10.1080%2f10407790.2023.2269606&partnerID=40&md5=e95f16e37ca5d5860ab0cb3898e031c1,"Department of Mathematics, PES University, Karnataka, Bangalore, India; Post Graduate Department of Mathematics, The National College, Karnataka, Bangalore, India","Swetha, D.S., Department of Mathematics, PES University, Karnataka, Bangalore, India; Madhura, K.R., Post Graduate Department of Mathematics, The National College, Karnataka, Bangalore, India","The prime goal of the current pagination is to scrutinize the transient thermal response in a radial porous moving fin of a longitudinal trapezoidal structure. The solution of the constructed problem is heeded by a pdepe solver in Matlab, which works on the centered-finite difference technique. Darcy’s model is utilized to investigate porous nature. A stretching/shrinking mechanism has been incorporated to improve the fin efficiency. Stretching reduces efficiency, whereas shrinking improves fin efficiency indicating major benefits of fin design consideration. The relevant temperature results are shown visually and discussed quantitatively in detail to evaluate the competence of the suggested fin. With a rise in the Peclet number, temperature distribution decreases. A similar nature is noted with respect to the power index of convective heat transfer coefficient, convection and radiation parameters, porous parameter, stretching/shrinking parameter, and thermal conductivity gradient with temperature. The graphical outcomes also show that the fin temperature amplifies with the ambient temperature parameter. Also, it is noticed that thermal distribution is a decreasing function of the power index of the convective heat transfer coefficient such that there is a decrease of 1.64% in temperature distribution as the power index increases. To support the validity of the solutions, a comparison was made with notable results from the existing literature for the specific case of this study. The novelty of the work is to study highly nonlinear boundary value problems and such nonlinearities are more relevant in the system that describes the thermal processing of materials. It is also noted that initial transient heat transfer vanishes quickly under steady-state conditions when the material is exposed to the ambient temperature. © 2023 Taylor & Francis Group, LLC.",Fin tip temperature; heat transfer; moving porous fin; numerical analysis; stretching/shrinking; thermal conductivity; trapezoidal profiled fin,Boundary value problems; Fins (heat exchange); Heat convection; Heat transfer coefficients; Temperature distribution; Thermal conductivity; 'current; Convective heat transfer; Fin efficiency; Fin tip temperature; Heat transfer co-efficients; Moving porous fin; Power indices; Stretching/shrinking; Transient heat transfer; Trapezoidal profiled fin; Efficiency,,,,,,,,,,,,"Madhura, K.R.; Post Graduate Department of Mathematics, Karnataka, India; email: madhurakrmadhu@gmail.com",,Taylor and Francis Ltd.,10407790,,NHBFE,,English,Numer Heat Transfer Part B Fundam,Article,Article in Press,,Scopus,2-s2.0-85174319803,,,,,,,
"Yadav S., Rangroo T., Nishanth M., Revankar S.B., Annapurna D.",57225778892;58652007800;58651416900;58650413000;54787481500;,Web Entity Protection System,2023,"14th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2023",2023-June,,,29,37,,,,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85174314253&partnerID=40&md5=2adbead3d6e57aecbb7f5f0eb176132b,"Computer Science & Engineering, PES University, Bangalore, India","Yadav, S., Computer Science & Engineering, PES University, Bangalore, India; Rangroo, T., Computer Science & Engineering, PES University, Bangalore, India; Nishanth, M., Computer Science & Engineering, PES University, Bangalore, India; Revankar, S.B., Computer Science & Engineering, PES University, Bangalore, India; Annapurna, D., Computer Science & Engineering, PES University, Bangalore, India","Cyber-attacks can be extremely dangerous for not only organizations, but the nation too. These attacks if not controlled at early stages will have a severe impact on the economy. The increase in the number of attacks has made security measures mandatory. They include personal information, property, government information theft, Denial of Service, Infrastructure damage etc. This paper aims at Identifying potential vulnerabilities in a web facing entity and suggesting recommendations or patches to fix it. The main reason and goal of the project is to improvise web apps security before it is deployed and made available for public use. The user / developer can use and perform automated scans to detect possible vulnerabilities, store detailed information obtained from them for further analysis and also suggest possible countermeasures if within scope. This aims to help a non-security person or a very small startup with minimal knowledge on security practices to detect presence of vulnerabilities in their product and mitigate them before a hacker takes advantage of vulnerability by exploiting the same. This serves more like a pre-deployment tool. © Grenze Scientific Society, 2023.",Cross-Site Scripting; Denial of service; IDS; SQL injection,Crime; Cybersecurity; Network security; Personal computing; Cross site scripting; Cyber-attacks; Denial of Service; IDS; Information properties; Personal information; Protection systems; Security measure; SQL injection; Web entities; Denial-of-service attack,,"This work was supported by Dr. Annapurna D, Professor, Department of Computer Science and Engineering, PES University. We would like to express our gratitude for her continuous guidance, assistance, and encouragement throughout the development of this project. We are grateful to the Capstone Project Coordinators, Prof. Animesh Giri, Assistant Professor and Dr.",,,,,,,,,,,Stephen J.Sharma P.Chaba Y.Abraham K.U.Anooj P.K.Mohammad N.Thomas G.Srikiran S.,Grenze Scientific Society,,,,,English,"Int. Conf. Adv. Comput., Control, Telecommun. Technol., ACT",Conference Paper,Final,,Scopus,2-s2.0-85174314253,,,,,,,
"Reddy P.V., Bavariya S., Rakshit S., Dsouza J., Badrinath P.",58728472100;58651295800;58650840100;58651979500;58408104700;,Driver Safety System using Internet of Things,2023,"14th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2023",2023-June,,,587,595,,,,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85174311171&partnerID=40&md5=36e5e03379e74c16dd616b3fbd456c5a,"PES University, Dept. of Computer Science & Engineering, Bangalore, 560085, India","Reddy, P.V., PES University, Dept. of Computer Science & Engineering, Bangalore, 560085, India; Bavariya, S., PES University, Dept. of Computer Science & Engineering, Bangalore, 560085, India; Rakshit, S., PES University, Dept. of Computer Science & Engineering, Bangalore, 560085, India; Dsouza, J., PES University, Dept. of Computer Science & Engineering, Bangalore, 560085, India; Badrinath, P., PES University, Dept. of Computer Science & Engineering, Bangalore, 560085, India","Driver drowsiness or drunk driving is a major contributing factor in many road accidents around the world. We're all also aware of cases of drunk driving. We predict an increase in distraction-related collisions as wireless communication, entertainment, and driver assistance systems proliferate in the car industry. concentrating on preventing such accidents and preventing the loss of other lives The strategies for detecting driver inattentiveness and distraction based on behavioral data and deep learning algorithms are surveyed in this research. We were able to extract some helpful algorithms and strategies from the research papers that we might apply in our future work to improve accuracy and navigate challenges. These include yawning, face detection, head movements, entity detection, and blinking. However, because accurate and robust algorithms are required, developing a dependable and effective sleepiness detection system is a challenging task. The identification of driver distraction and sleepiness has been studied using a variety of techniques in the past. To evaluate how successfully these algorithms recognise drowsiness in light of the recent advancement of deep learning, modifications to these algorithms are necessary. We propose an Ensemble Averaging technique using state-of-the-art CNN models like Inception-V3 and VGG-16 which yielded us an accuracy of 97.5% on the validation data. This serves as the backbone to our main IOT system which will conduct a real time driver drowsiness, distraction and alcohol detection in the driver. © Grenze Scientific Society, 2023.",Computer Vision; Convolutional Neural Network; Deep Learning; Distraction Detection; Driver Drowsiness; Drunk Detection; Eye Aspect Ratio(EAR); Mouth Aspect Ratio(MAR),Accidents; Automobile drivers; Automotive industry; Computer vision; Convolutional neural networks; Deep learning; Face recognition; Internet of things; Learning algorithms; Aspect-ratio; Convolutional neural network; Deep learning; Distraction detection; Driver drowsiness; Drunk detection; Drunk driving; Eye aspect ratio; Mouth aspect ratio; Aspect ratio,,"We must express our gratitude to Prof. Priya Badrinath for imparting their knowledge to us during this research. Although any inaccuracies are our own and shouldn't reflect negatively on the reputations of these distinguished professionals, And also very thankful for the comments on earlier draughts of the work.",,,,,,,,,,,Stephen J.Sharma P.Chaba Y.Abraham K.U.Anooj P.K.Mohammad N.Thomas G.Srikiran S.,Grenze Scientific Society,,,,,English,"Int. Conf. Adv. Comput., Control, Telecommun. Technol., ACT",Conference Paper,Final,,Scopus,2-s2.0-85174311171,,,,,,,
"Janagani B.A., Suchithra U., Mohan H., Annapurna D.",58650868100;58650412400;58650637500;54787481500;,E – Voting using Blockchain,2023,"14th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2023",2023-June,,,530,534,,,,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85174268457&partnerID=40&md5=7d404734020ab1bdda9f6852f92a4d44,"Department of CSE, PES University, Bengaluru, India","Janagani, B.A., Department of CSE, PES University, Bengaluru, India; Suchithra, U., Department of CSE, PES University, Bengaluru, India; Mohan, H., Department of CSE, PES University, Bengaluru, India; Annapurna, D., Department of CSE, PES University, Bengaluru, India","In a democratic country like India, voting has a huge role in selecting government officials and representing the citizen's opinions and how the governing body should work. However, there are many loopholes in the process that need to be resolved. A few of them are event costs, vote tampering, fake vote casting, etc. To handle the challenges, technological intervention can be a great potential in transforming the scenario. There will be no need to print ballot papers or set up polling stations—voters can vote from anywhere with internet access. Even though using the electronic mode, we have to face problems like maintenance and reliability. In the proposed method, using blockchain technology and adopting new protocols we can enable the system to be resilient to vulnerabilities and at the same time solve the purpose. This decentralized system comes to rescue and backs all the downsides of traditional voting. © Grenze Scientific Society, 2023.",Cryptographic Hashing; Django; E-voting; Hyper-ledger fabric,Decentralized systems; Distributed ledger; Electronic voting; Ballot papers; Block-chain; Cryptographic hashing; Django; E-Voting; Electronic mode; Governing bodies; Government officials; Hyper-ledg fabric; Internet access; Blockchain,,,,,,,,,,,,,Stephen J.Sharma P.Chaba Y.Abraham K.U.Anooj P.K.Mohammad N.Thomas G.Srikiran S.,Grenze Scientific Society,,,,,English,"Int. Conf. Adv. Comput., Control, Telecommun. Technol., ACT",Conference Paper,Final,,Scopus,2-s2.0-85174268457,,,,,,,
"Vardhan R.L., Bhaskar V.U., Sushanth Y., Karthik V., Prajwala T.R.",58650605300;58651751200;58650605400;58651065100;57781527000;,Helmet Violation and Number Plate Detection System,2023,"14th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2023",2023-June,,,1967,1971,,,,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85174261767&partnerID=40&md5=800d81c04d151f3fab1af642c4e6cab2,"Pes University, Bengaluru, India","Vardhan, R.L., Pes University, Bengaluru, India; Bhaskar, V.U., Pes University, Bengaluru, India; Sushanth, Y., Pes University, Bengaluru, India; Karthik, V., Pes University, Bengaluru, India; Prajwala, T.R., Pes University, Bengaluru, India","In recent times, we can observe that there are numerous traffic incidents occurring, some of which result in fatalities; the majority of these accidents involve motorcycles. So, by using a helmet, we can lower these accidents. As result of this study, a model is being created for automatically identifying two-wheelers in traffic who are riding without helmets. identifies the classification of motorcycle helmet versus no helmet and furthermore reads license plate numbers. Once the motorcycle is identified in the frame of the live stream video, it can be determined whether the rider is wearing a helmet or not. If the rider is not wearing a helmet, the motorbike’s licence plate is identified, which also updates the vehicle’s information in the database and adds fines. You Only Look Once (YOLO), a machine learning algorithm or model, was employed in this study to recognise and detect helmets. We will utilize an API Automated License Plate Recognition (ALPI) to obtain the vehicle’s number plate. This API not only aids in the analysis of licence plate numbers but also improves image quality by improving quality of hazy and unclear photographs that are from morning weather or different climatic conditions. In order to create better systems for helmet detection and number plate extraction, we apply these several strategies. © Grenze Scientific Society, 2023.",Automated License Plate Recognition (ALPI); Common Objects in Context (COCO); Convolution Neural Network (CNN); Cross Stage Partial (CSP); Support Vector Machine (SVM); You Only Look Once (YOLO),Accidents; Image enhancement; Learning algorithms; License plates (automobile); Motorcycles; Optical character recognition; Safety devices; Automated license plate recognition; Common object in context; Convolution neural network; Cross stage partial; In contexts; Licenses plate recognition; Support vector machine; Support vectors machine; You only look once; Support vector machines,,,,,,,,,,,,,Stephen J.Sharma P.Chaba Y.Abraham K.U.Anooj P.K.Mohammad N.Thomas G.Srikiran S.,Grenze Scientific Society,,,,,English,"Int. Conf. Adv. Comput., Control, Telecommun. Technol., ACT",Conference Paper,Final,,Scopus,2-s2.0-85174261767,,,,,,,
"Areeba, Dey T.",58650412600;58651097000;,TEDx Multimodal Analysis Recommendation,2023,"14th International Conference on Advances in Computing, Control, and Telecommunication Technologies, ACT 2023",2023-June,,,2284,2288,,,,https://www-scopus-com-bldedu.knimbus.com/inward/record.uri?eid=2-s2.0-85174254483&partnerID=40&md5=42e09f0cf4a6b75f30ec12412167a1cb,"PES University, Department of Computer Applications, Bengaluru, India","Areeba, PES University, Department of Computer Applications, Bengaluru, India; Dey, T., PES University, Department of Computer Applications, Bengaluru, India","The study focuses on analysing a speaker's speech features by evaluating the audio, text, and visual elements of a video clip. The study develops three broad categories to represent a speaker's ability and uses TED talks as the major source of the video dataset. The approach categorizes speakers by identifying and ranking their strengths and shortcomings in terms of auditory, visual, and textual elements. The analyses and suggestions made in the study are supported by experimental results and are meant to help prospective speakers recognize their areas of strength and need for development. Speakers can improve their abilities and become better communicators in public contexts by carefully focusing on particular parts that need improvement. The study makes use of TED talks as a useful resource for the video collection, enabling a thorough examination of diverse speakers and their delivery techniques. The purpose of the study is to identify patterns, trends, and insights that can be utilized to assess a speaker's performance by carefully examining the audio, text, and visual components of these speeches. The categorization system created during the research comprises both broad and specific characteristics, allowing for a thorough evaluation of a speaker's ability. This categorization technique offers a methodical framework for comprehending and assessing several facets of a speaker's communication skills. By using the reference league, speakers can be ranked and evaluated against their colleagues, giving them insightful feedback and a yardstick for their own development. This feedback can help new speakers discover their strengths and weaknesses, enabling them to concentrate on particular areas for development. The ultimate objective of this study is to provide speakers who want to improve their public speaking abilities with useful insights and suggestions. Speakers can improve their comprehension of their performance and receive specialized advice on how to improve their communication skills by utilizing the analysis' conclusions. © Grenze Scientific Society, 2023.",Auditory; facial clues; hand gestures; language characteristics; properties; recommendation engines,Character recognition; Audio-visual; Auditory; Communication skills; Facial clue; Hand gesture; Language characteristic; Multimodal analysis; Performance; Property; Speech features; Modal analysis,,,,,,,,,,,,,Stephen J.Sharma P.Chaba Y.Abraham K.U.Anooj P.K.Mohammad N.Thomas G.Srikiran S.,Grenze Scientific Society,,,,,English,"Int. Conf. Adv. Comput., Control, Telecommun. Technol., ACT",Conference Paper,Final,,Scopus,2-s2.0-85174254483,,,,,,,
